seq,identity,kind,section,title,artist,date,material,accession,qid,gallery,gallery_why,onview_raw,image,url,desc
207,acc:E6765,official,african-art,Ceremonial axe,Artist (possibly Makonde) near Lake Malawi,mid-19th century,"Wood, iron, and glass beads",E6765,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/afr_CeremonialAxe_e6765_1200_2023-11-09-155013_geax.jpg,https://www.pem.org/the-pem-collection/african-art,"Artist (possibly Makonde) near Lake Malawi; Malawi, Mozambique, or Tanzania, Ceremonial axe, mid-19th century. Wood, iron, and glass beads. Gift of Edward D. Ropes, 1859. E6765."
208,acc:E67892,official,african-art,Sensul (Folding icons) in original embossed leather case,Artist in Ethiopia,15th-early 16th century,"Parchment, pigments, and leather",E67892,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AfricanArt_e67892_1200_1.jpg,https://www.pem.org/the-pem-collection/african-art,"Artist in Ethiopia, Sensul (Folding icons) in original embossed leather case, 15th-early 16th century. Parchment, pigments, and leather. Gift of Charles R. and Elizabeth C. Langmuir, 1979. E67892."
209,acc:107924,official,american-art,Salem Common on Training Day,George Ropes Jr.,1808,Oil on canvas,107924,Q65088070,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/video/Collection_AmericanArt_GeorgeRopesJr._1200px.jpg,https://www.pem.org/the-pem-collection/american-art,"George Ropes Jr. (1788–1819, United States), Salem Common on Training Day, 1808. Oil on canvas. Museum purchase, made possible by William Crowninshield Endicott, Mrs. Lucy Bowdoin, Mrs. Francis Lee Higginson, Dudley P. Rogers, Henry Wyckoff Belknap, George A. Peabody, Charles S. Rea, William H. Gove, George R. Lord, Arthur H. Phippen, R. Osgood, William O. Chapman, Frank Weston Benson, Henry P. Benson, John Albree, William H. Ropes, Henry Morrill Batchelder, Hardy Phippen, William M. Jelly, Arthur F. Benson, and Lawrence W. Jenkins, 1919. 107924."
210,acc:138704,official,american-art,La belle epoque,Grace Hartigan,1995,Oil on canvas,138704,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/general/Coll_AmArt_138704_1200.jpg,https://www.pem.org/the-pem-collection/american-art,"Grace Hartigan (1922–2008, United States), La belle époque, 1995. Oil on canvas. Gift of Fay Chandler, 2008. 138704."
211,acc:2014.59.2,official,american-art,Untitled,Felrath Hines,1967-73,Oil on canvas,2014.59.2,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/video/Collection_AmericanArt_FelrathHines_1200px.jpg,https://www.pem.org/the-pem-collection/american-art,"Felrath Hines (1913–1993, United States), Untitled, 1967–73. Oil on canvas. Gift of Dorothy Fisher, widow of the artist. 2014.59.2."
212,acc:2015.44.66,official,american-art,"Webster House, Provincetown",E. Ambrose Webster,1931,Oil on canvas,2015.44.66,,Seamans Gallery,在展原句直接点名：American Art Gallery,On view in the American Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/video/Collection_AmericanArt_E.AmbroseWebster_1200px.jpg,https://www.pem.org/the-pem-collection/american-art,"E. Ambrose Webster (1869–1935, United States), Webster House, Provincetown, 1931. Oil on canvas. The Sheila W. and Samuel M. Robbins Collection. 2015.44.66."
213,acc:2018.35.1AE,official,american-art,Weight,Alison Saar,2012,"Fiberglass coated with coal dust-infused resin, found metal and wood objects, and rope",2018.35.1A-E,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/video/Collection_AmericanArt_AlisonSaar_1200px.jpg,https://www.pem.org/the-pem-collection/american-art,"Alison Saar (born 1956, United States), Weight, 2012. Fiberglass coated with coal dust–infused resin, found metal and wood objects, and rope. Museum purchase, made possible by the Willoughby Stuart Memorial Fund. 2018.35.1A-E."
214,acc:2018.72.1,official,american-art,"East Headland, Appledore, Isles of Shoals",Childe Hassam,1911,Oil on canvas,2018.72.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/video/Collection_AmericanArt_ChildeHassam_1200px.jpg,https://www.pem.org/the-pem-collection/american-art,"Childe Hassam (1859–1935, United States), East Headland, Appledore, Isles of Shoals, 1911. Oil on canvas. Gift of Peter S. Lynch in memory of Carolyn A. Lynch. 2018.72.1."
215,acc:M4473,official,american-art,Portrait of Ahmad bin Na'aman,Edward Ludlow Mooney,1840,Oil on canvas,M4473,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/video/Collection_AmericanArt_EdwardLudlowMooney_1200px.jpg,https://www.pem.org/the-pem-collection/american-art,"Edward Ludlow Mooney (1813–1887, United States), Portrait of Ahmad bin Na'aman, 1840. Oil on canvas. Gift of Mrs. William P. McMullan, 1918. M4473."
216,acc:101303,official,american-decorative-art,Velocipede,Artists in the United States,1855-1865,"Wood, paint, metal",101303,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_9.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Artists in the United States, Velocipede, 1855–1865. Wood, paint, metal. Gift of Frank D. Hutchinson, 1908. 101303."
217,acc:103074,official,american-decorative-art,Jug,"Thomas W. Commeraw (1771-1819, United States)",1800-1819,Salt-glazed stoneware and cobalt,103074,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_14.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Thomas W. Commeraw (1771–1819, United States), Jug, 1800–1819. Salt-glazed stoneware and cobalt. Museum purchase, 1911. 103074."
218,acc:106944,official,american-decorative-art,Pear,"Samuel McIntire (1757-1811, United States), and Michele Felice Corne (1752-1845, United States)",1807,"Painted pine, iron",106944,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_10.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Samuel McIntire (1757–1811, United States), and Michele Felice Cornè (1752–1845, United States), pear, 1807. Painted pine, iron. Gift of J. Tucker and T. Pickering, 1821. 106944. Photo by Dennis Helmar."
219,acc:108886,official,american-decorative-art,Great chair,"Thomas Dennis (1638-1706, modern-day United States)",about 1670,Oak,108886,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_13b.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Thomas Dennis (1638–1706, modern-day United States), Great chair, about 1670. Oak. Gift of Robert Brookhouse, 1821. 108886."
220,acc:117596,official,american-decorative-art,Chimneypiece from the Simon Forrester house,"Artists from the North Shore, Massachusetts",1791,Carved and painted pine,117596,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_8.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Artists from the North Shore, Massachusetts, Chimneypiece from the Simon Forrester house, 1791. Carved and painted pine. Gift of Francis Shaw, 1924. 117596. Photo by Dennis Helmar."
221,acc:122350,official,american-decorative-art,Dressing chest,"Thomas Seymour (1771-1848, United States), Carving attributed to Thomas Wightman (1759-1827)",about 1810,"Mahogany, bird's-eye maple, satinwood veneer, brass, and glass",122350,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_13.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Thomas Seymour (1771–1848, United States), Carving attributed to Thomas Wightman (1759–1827), Dressing chest, about 1810. Mahogany, bird’s-eye maple, satinwood veneer, brass, and glass. Gift of Miriam and Francis Shaw Jr., 1935. 122350."
222,acc:123559,official,american-decorative-art,Pictorial Sampler,"Mary Richardson (1772-1824, United States)",1783,"Silk, linen",123559,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_7.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Mary Richardson (1772–1824, United States), Pictorial Sampler, 1783. Silk, linen. Gift of Lucy L. Caller, 1938. 123559."
223,acc:130002,official,american-decorative-art,Side chair,"Nathaniel Gould (1734-1781, United States)",1763-68,Mahogany and reproduction upholstery,130002,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_11.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Nathaniel Gould (1734–1781, United States), Side chair, 1763–68. Mahogany and reproduction upholstery. Gift of John H. Ricketson, 1961. 130002."
224,acc:137713,official,american-decorative-art,Dwarf Clock,"Samuel Mulliken (1761-1847, United States)",1790,"Mahogany and pine, brass movement",137713,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_5.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Samuel Mulliken (1761–1847, United States), Dwarf Clock, 1790. Mahogany and pine, brass movement. Museum purchase, 1994. 137713."
225,acc:137986.13AB,official,american-decorative-art,Coffee service,"Michael Banner (b. 1939, United States) and Maureen Banner (b. 1946, United States)",1998,Silver,137986.1-3AB; 4,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_18.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Michael Banner (b. 1939, United States) and Maureen Banner (b. 1946, United States), Coffee service, 1998. Silver. Museum purchase in honor of the Museum's Bicentennial Year, 1999. 137986.1-3AB, 4."
226,acc:138011,official,american-decorative-art,Valuables cabinet owned by Joseph and Bathsheba Pope,"James Symonds (b. 1633, modern-day United States)",1679,"Oak, maple, iron, and paint",138011,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/CollectionAmericanDecorativeArts_1200_6.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"James Symonds (b. 1633, modern-day United States), Valuables cabinet owned by Joseph and Bathsheba Pope, 1679. Oak, maple, iron, and paint. Museum purchase, made possible by anonymous donors, 2000. 138011. Photo by Dennis Helmar."
227,acc:138410.AB,official,american-decorative-art,Teapot in Hand,"Michelle Erickson (b. 1960, United States)",2003,"Porcelain, stoneware, tin-glazed earthenware, and gold leaf",138410.AB,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArt_teacup_1200.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Michelle Erickson (b. 1960, United States), Teapot in Hand, 2003. Porcelain, stoneware, tin-glazed earthenware, and gold leaf. Museum purchase, 2003. 138410.AB. © Michelle Erickson."
228,acc:2019.9.1,official,american-decorative-art,Talavera Poblana Basin,Artists in Mexico,1700-1730,Tin-glazed earthenware,2019.9.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_1.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Artists in Mexico, Talavera Poblana Basin, 1700–1730. Tin-glazed earthenware. Museum purchase, in honor of Dr. H. A. Crosby Forbes, made possible by the generosity of many donors, 2019.9.1."
229,acc:2022.6.230,official,american-decorative-art,Isabella,"Toots Zynsky (b. 1951, United States)",2003,Filet de verre,2022.6.230,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArt_isabella_1200.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Toots Zynsky (b. 1951, United States), Isabella, 2003. Filet de verre. Gift of Carl and Betty Pforzheimer. 2022.6.230. © Toots Zynsky. Photo by Richard P. Goodbody."
230,acc:2023.31.2,official,american-decorative-art,Brooch,"Tiffany & Company (1837-present, United States)",1910,"Gold, chrysoprase",2023.31.2,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArt_Brooch_1200.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Tiffany & Company (1837–present, United States), Brooch, 1910. Gold, chrysoprase. Gift of Jody Sataloff in memory of Dr. and Mrs. Joseph Sataloff, 2023.31.2."
231,acc:2023.46.1,official,american-decorative-art,Cabinet,"Artist in Virginia and Mary Scheier (1908-2007, United States)","constructed 1874, altered 1937",Walnut,2023.46.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_2.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Artist in Virginia and Mary Scheier (1908–2007, United States), Cabinet, constructed 1874, altered 1937. Walnut. Museum purchase, 2023.46.1."
232,acc:E22846,official,american-decorative-art,Sampler,Artist in Mexico,late 1700s,Cotton and silk,E22846,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AmericanDecorativeArts_1200_4.jpg,https://www.pem.org/the-pem-collection/american-decorative-art,"Artist in Mexico, Sampler, late 1700s. Cotton and silk. Gift of Dr. E. D. Lovejoy, 1937. E22846."
233,acc:2012.22.35,official,asian-export-art,Child's jacket,"Artists on the Coromandel Coast, India",1700s,"Cotton, linen, and silk, assembled in the Netherlands",2012.22.35,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_ChildJacket_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists on the Coromandel Coast, India, Child’s jacket, 1700s. Cotton, linen, and silk, assembled in the Netherlands. Museum purchase, the Veldman-Eecen Collection, made possible by an anonymous donor. 2012.22.35."
234,acc:2013.59.1AD,official,asian-export-art,Dressing table,"Artists in Nagasaki, Japan",about 1878,"Lacquer, mother of pearl, glass, and copper",2013.59.1A-D,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_DressingTable_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Nagasaki, Japan, Dressing table, about 1878. Lacquer, mother of pearl, glass, and copper. Given in memory of Katherine Tiffany Abbott. 2013.59.1A-D."
235,acc:AE85329,official,asian-export-art,Shuja-ud-Daula and His Sons,"Artists in Guangzhou, China",after 1797,Reverse painting on glass,AE85329,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE85329_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Guangzhou, China, after a print by P. & E. Renault, 1797, after a painting by Tilly Kettle, 1772. Shuja-ud-Daula and His Sons, after 1797, Reverse painting on glass. Museum purchase, made possible by an anonymous donor, and gift of Jeremy Ltd., London, 1996. AE85329."
236,acc:AE85461,official,asian-export-art,Mounted crow cup,"Artists in Jingdezhen, China, and Peter Wiber (active 1603-1641, Germany)",about 1610,Porcelain with gilded-silver mounts,AE85461,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE85461_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Jingdezhen, China, and Peter Wiber (active 1603–1641, Germany), Mounted crow cup, about 1610. Porcelain with gilded-silver mounts. Anonymous gift, 2001. AE85461. Photo by Dennis Helmar."
237,acc:AE85718,official,asian-export-art,Ewer,"Artists in Gujarat, India",1570-1620,"Wood, mother-of-pearl, and brass",AE85718,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE85718_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Gujarat, India, Ewer, 1570–1620. Wood, mother-of-pearl, and brass. Museum purchase, made possible by an anonymous donor, 2000. AE85718."
238,acc:AE85752,official,asian-export-art,Portable shrine,"Attributed to the School of Giovanni Niccolo and the Jesuit Seminary workshop, Kyushu, Japan",about 1597,"Oil on wood panel, in a lacquered wood case with mother-of-pearl inlay",AE85752,Q112300783,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE85752_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Attributed to the School of Giovanni Niccolò and the Jesuit Seminary workshop, Kyushu, Japan, with lacquer case by artists in Japan, probably Kyushu, Portable shrine, about 1597. Oil on wood panel, in a lacquered wood case with mother-of-pearl inlay. Museum purchase, made possible by an anonymous donor, 2000. AE85752."
239,acc:AE85784,official,asian-export-art,Chair,"Artists in Visakhapatnam, India",1760-70,"Ebony, inlaid ivory, cane, and lac",AE85784,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE85784_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Visakhapatnam, India, Chair, 1760–70. Ebony, inlaid ivory, cane, and lac. Museum purchase, made possible by an anonymous donor, 2001. AE85784."
240,acc:AE85873,official,asian-export-art,Figure of a bijin (beautiful woman),"Artists in Arita, Japan",1690-1710,Porcelain,AE85873,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE85873_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Arita, Japan, Figure of a bijin (beautiful woman), 1690–1710. Porcelain. Gift, the Copeland Collection, 2001. AE85873."
241,acc:AE86556.AS,official,asian-export-art,A complete set of Chinese wallpaper,"Artists in Guangzhou, China",about 1800,Opaque watercolor on mulberry paper,AE86556.A-S,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AE86556_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Guangzhou, China, A complete set of Chinese wallpaper (detail), about 1800. Originally installed in Strathallan Castle, Perthshire, Scotland, by James Drummond. Opaque watercolor on mulberry paper. Museum purchase in honor of William R. Sargent, made possible by the Lee and Juliet Folger Fund and an anonymous donor, 2006. AE86556.A-S."
242,acc:E7100,official,asian-export-art,Tea packer and tea porter,"Artists in Guangzhou, China",about 1803,"Unfired clay, paint, wood, and human hair",E7100; E7101,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_TeaPackerPorter_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Guangzhou, China, Tea packer and tea porter, about 1803. Unfired clay, paint, wood, and human hair. Gift of Captain Richard Wheatland, 1803. E7100 and E7101. Photo by Dennis Helmar."
243,acc:E82042,official,asian-export-art,Charger with the Okeover family coat of arms,"Artists in Jingdezhen, China",1740 or 1743,Porcelain,E82042,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_E82042_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Jingdezhen, China, Charger with the Okeover family coat of arms, 1740 or 1743. Porcelain. Museum purchase, made possible by an anonymous donor, 1987. E82042."
244,acc:E82766.AB,official,asian-export-art,Teapot,Artists in southern China,about 1680,Silver,E82766.AB,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_E82766_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in southern China, Teapot, about 1680. Silver. Museum purchase, made possible by an anonymous donor, 1989. E82766.AB."
245,acc:E85219,official,asian-export-art,Christ child,"Artists in Goa, India, or Sri Lanka",1550-1650,"Rock crystal with gold, rubies, and sapphires",E85219,Q112300627,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_E85219_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Goa, India, or Sri Lanka, Christ child, 1550–1650. Rock crystal with gold, rubies, and sapphires. Museum purchase, made possible by an anonymous donor, 1996. E85219."
246,acc:M25794,official,asian-export-art,Tea Production in China,"Artists in Guangzhou, China",about 1800,Oil on canvas,M25794,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_M25794_1200px.jpg,https://www.pem.org/the-pem-collection/asian-export-art,"Artists in Guangzhou, China, Tea Production in China, about 1800. Oil on canvas. Museum purchase, made possible by an anonymous donor, 1993. M25794."
247,acc:AE85782.AB,official,chinese-art,Augustus the Strong's covered vase,"Artists in Jingdezhen, China",1710-15,Porcelain,AE85782.AB,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_AugustusStrong_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Artists in Jingdezhen, China, Augustus the Strong’s covered vase, 1710–15. Porcelain. Museum purchase, made possible by an anonymous donor, 2001. AE85782.AB. Photo by Dennis Helmar."
248,acc:E21773.AF,official,chinese-art,Six-panel wall hanging,"Imperial Silk Manufactory, Suzhou, China",1736-1795,Embroidered and appliqued silk,E21773.A-F,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_6PanelHanging_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Imperial Silk Manufactory, Suzhou, China, Six-panel wall hanging, 1736–95. Embroidered and appliquéd silk. Gift of the estate of William F. Spinney, 1933. E21773.A-F. Photo by Dennis Helmar."
249,acc:E301906.12,official,chinese-art,Pair of tribute bearers,"Artists in Beijing, China",late 18th century,"Wood, ivory, mother of pearl, and cloisonne",E301906.1-2,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_TributeBearers_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Artists in Beijing, China, Pair of tribute bearers, late 18th century. Wood, ivory, mother of pearl, and cloisonné. Museum purchase, made possible by an anonymous donor, 2001. E301906.1–2."
250,acc:E302067,official,chinese-art,"Jesus, Mary, and Joseph","Lu Hongnian (John Lu, 1914-1989, China)",early to mid-20th century,Ink and color on paper,E302067,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_E302067_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Lu Hongnian (John Lu, 1914–1989, China), Jesus, Mary, and Joseph, early to mid-20th century. Ink and color on paper. Museum purchase, made possible by the Asian Art Visiting Committee, 2003. E302067."
251,acc:E302178,official,chinese-art,Second-degree Daoist priest's robe,Artists in China,18th century,"Silk, embroidered silk, and gold-wrapped thread",E302178,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_AsianExportArt_DaoistRobe_1200_2.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Artists in China, Second-degree Daoist priest’s robe, 18th century. Silk, embroidered silk, and gold-wrapped thread. Museum purchase, made possible by an anonymous donor, 2003. E302178."
252,acc:E303674,official,chinese-art,Stool,"Shi Jianmin (born 1962, China)",2006,Stainless steel,E303674,,,On view on the Ground Level of the New Wing stairwell —— 已登记为不对应实体展厅,On view on the Ground Level of the New Wing stairwell.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_Stool_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Shi Jianmin (born 1962, China), Stool, 2006. Stainless steel. Gift of the artist, 2008. E303674."
253,acc:E303846,official,chinese-art,Bed cover,"Junxiu (life dates unknown, China)",mid to late 20th century,Hand-pieced and quilted fabric scraps,E303846,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_E303846_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Junxiu (life dates unknown, China), Bed cover, mid to late 20th century. Hand-pieced and quilted fabric scraps. Museum purchase, 2008. E303846."
254,acc:E33619,official,chinese-art,Empress Xiaoxian,"Ignatius Sichelbarth (Ai Qimeng, 1708-1780, Bohemia), Yi Lantai (active about 1748-86, China), and possibly Wang Ruxue (active 18th century, China)",1777,Hanging scroll; ink and color on silk,E33619,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_EmpressXiaoxian_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Ignatius Sichelbarth (Ai Qimeng, 1708–1780, Bohemia), Yi Lantai (active about 1748–86, China), and possibly Wang Ruxue (active 18th century, China), Empress Xiaoxian, 1777, with repainting possibly in the 19th century. Hanging scroll; ink and color on silk. Gift of Elizabeth Sturgis Hinds, 1956. E33619."
255,acc:E46998,official,chinese-art,Lidded ritual grain container with lozenges and scrolls,Artists in China,6th-5th century B.C.E.,Cast bronze,E46998,,Yin Yu Tang Interpretive Gallery,展览《Double Happiness: Celebration in Chinese Art》的展览页点名：Yin Yu Tang Interpretive Gallery,On view in Double Happiness: Celebration in Chinese Art,https://s3.us-east-1.amazonaws.com/pem-org/general/Collection_ChineseArt_1200_e46998.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Artists in China, lidded ritual grain container with lozenges and scrolls, Eastern Zhou dynasty, Spring and Autumn period, 6th–5th century B.C.E. Cast bronze. Gift of Francis Lee Higginson Jr., 1971. E46998."
256,acc:E74137,official,chinese-art,Desk and dressing table on stand,"Artists in Guangzhou, China",mid-18th century,"Ivory, zitan (red sandalwood), and metal",E74137,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_E74137_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Artists in Guangzhou, China, Desk and dressing table on stand, mid-18th century. Ivory, zitan (red sandalwood), and metal. Museum purchase, made possible by an anonymous donor, 1985. E74137."
