seq,identity,kind,section,title,artist,date,material,accession,qid,gallery,gallery_why,onview_raw,image,url,desc
257,acc:E75225.A,official,chinese-art,Headdress,Artists in China,about 1800,"Kingfisher feathers, imitation pearls, coral, semiprecious stones, copper alloy with gilding, and silk threads",E75225.A,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_Headress_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Artists in China, Headdress, about 1800. Kingfisher feathers, imitation pearls, coral, semiprecious stones, copper alloy with gilding, and silk threads. Gift in honor of Mr. and Mrs. Austin Cheney by their daughters, Ruth C. Krumbhaar, Marjorie B. C. Shaw, Elizabeth C. Buckley, and Mabel C. Smith, 1991. E75225.A."
258,acc:E82696.AC,official,chinese-art,Snuff bottle,"Imperial Studios, Beijing",1750-95,Enamel on copper with ivory stand,E82696.A-C,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_AsianExportArt_SnuffBottle_1200px.jpg,https://www.pem.org/the-pem-collection/chinese-art,"Imperial Studios, Beijing, Snuff bottle, 1750-95. Enamel on copper with ivory stand. Museum purchase, made possible by an anonymous donor, 1988. E82696.A–C. Photo by Barabara Kennedy."
259,acc:2011.23.1,official,contemporary-art,Figurehead 2.0,Charles Sandison,2019,Computer-generated data projection,2011.23.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Contemporary_CharlesSanderson_1200px.jpg,https://www.pem.org/the-pem-collection/contemporary-art,"Charles Sandison (b. 1969, England), Figurehead 2.0, 2019. Computer-generated data projection. Commissioned by the Peabody Essex Museum in 2010 and reiterated in 2019. Museum purchase, made possible by Susan Esco Chandler and Alfred D. Chandler, Nancy B. Teiken, Dan Elias and Karen Keane, and the Anna Pingree Phillips Fund. 2011.23.1."
260,acc:2015.46.3,official,contemporary-art,"Alchemy of the Soul, Elixir of the Spirits",Maria Magdalena Campos-Pons,2015,"Blown glass, cast glass, steel, cast resin, silicone, acrylic, polyvinyl chloride tubing, and water and rum essence, with multichannel sound installation",2015.46.3,,Seamans Gallery,在展原句直接点名：American Art Gallery,On view in the American Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Contemporary_MagdalenaCampos-Pons_1200px.jpg,https://www.pem.org/the-pem-collection/contemporary-art,"Maria Magdalena Campos-Pons (b. 1959, Cuba), Alchemy of the Soul, Elixir of the Spirits (installation view), 2015. Blown glass, cast glass, steel, cast resin, silicone, acrylic, polyvinyl chloride tubing, and water and rum essence, with multichannel sound installation. Commission, 2015. Museum purchase, made possible by the Nancy B. Tieken Memorial Fund and the Elizabeth Rogers Fund. 2015.46.3. Photo by Peter Vanderwarker."
261,acc:2016.76.13,official,contemporary-art,Mr. and Mrs. Paul Mellon Staircase and Galleries,Michael Lin,2011-12,Acrylic paint,2016.76.1-3,,,stairway of the new wing —— 已登记为不对应实体展厅,On view in the stairway of the new wing.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Contemporary_MichaelLin_1200px.jpg,https://www.pem.org/the-pem-collection/contemporary-art,"Michael Lin (b. 1964, Japan), Mr. and Mrs. Paul Mellon Staircase and Galleries (detail), 2011-12. Acrylic paint. 22.03.12-22.03.13. Commission, 2012. Museum purchase, by exchange. 2016.76.1-3"
262,acc:2017.36.1,official,contemporary-art,Immanence,Yoan Capote,2015,"Door hinges, wood doors, and metal armature",2017.36.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Contemporary_YoanCapote_1200px.jpg,https://www.pem.org/the-pem-collection/contemporary-art,"Yoan Capote (Born 1977, Cuba), Immanence (detail), 2015. Door hinges, wood doors, and metal armature. Museum purchase, made possible by Dick and Deborah Carlson, Mark and Meg du Four, Jim and Mary Lou Hawkes, Andrew and Erin Heiskell, Kate and Ford O’Neil, Olivia Parker, Abby and Gene Record, Katharine Redmond, Molly and Patrick Ryan, and Christina and Ralph Sweetland. 2017.36.1."
263,acc:2022.26.1,official,contemporary-art,Pretty Pretty 10,Gio Swaby,2021,"Thread, machine-stitched on reverse of canvas with fabric applique",2022.26.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Contemporary_GioSwaby_1200px.jpg,https://www.pem.org/the-pem-collection/contemporary-art,"Gio Swaby (b. 1991, The Bahamas), Pretty Pretty 10, 2021. Thread, machine-stitched on reverse of canvas with fabric appliqué. Museum purchase, by exchange 2022.26.1 © Gio Swaby Courtesy of the Peabody Essex Museum."
264,acc:121493.AB,official,european-art,Stamp Act Repeal'd teapot,Cockhill Pit Factory,1766,Glazed earthenware,121493.AB,,,展览《On this Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On this Ground: Being and Belonging in America,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_StampActTeapot_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Cockhill Pit Factory, ""Stamp Act Repeal'd” teapot, 1766. Glazed earthenware. Gift of Professor Richard C. Manning, 1933. 121493.AB."
265,acc:2011.40.1,official,european-art,Two English Boys in Asian Clothing,"Tilly Kettle (1734-1786, United Kingdom)",about 1780,Oil on canvas,2011.40.1,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_TillyKettle_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Tilly Kettle (1734–1786, United Kingdom), Two English Boys in Asian Clothing, about 1780. Oil on canvas. Museum purchase, made possible by an anonymous donor. 2011.40.1."
266,acc:2015.10.1,official,european-art,Side chair from the grand salon on the ocean liner Normandie,"Jean-Maurice Rothschild (1902-1998, France), Baptistin Spade (1891-1969, France), Emile Gaudissart (1872-1956, France), and Aubusson Manufacturers",1934,"Gilded wood, metal, and wool and silk tapestry",2015.10.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_Jean-MauriceRothschild_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Jean-Maurice Rothschild (1902–1998, France), Baptistin Spade (1891–1969, France), Émile Gaudissart (1872–1956, France), and Aubusson Manufacturers, Side chair from the grand salon on the ocean liner Normandie, 1934. Gilded wood, metal, and wool and silk tapestry. Museum purchase. 2015.10.1."
267,acc:2016.2.1AF,official,european-art,"Homeland, Blue and White","Bouke de Vries (b. 1960, The Netherlands)",2015,17th-century Chinese and Japanese porcelain and Dutch delftware fragments,2016.2.1A-F,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_BoukedeVries-_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Bouke de Vries (b. 1960, The Netherlands), Homeland, Blue and White, 2015. 17th-century Chinese and Japanese porcelain and Dutch delftware fragments. Museum purchase. 2016.2.1A-F."
268,acc:E304084.12,official,european-art,"Armor, helmet and cuirass, used for the gioco del ponte (contest on the bridge) in Pisa",Artists in Italy,before 1807,Painted iron,E304084.1-2,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_Armor_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Artists in Italy, Armor, helmet and cuirass, used for the gioco del ponte (contest on the bridge) in Pisa, before 1807. Painted iron. Gift of Captain Samuel Dudley Tucker, 1807. E304084.1-2. Photo by Dennis Helmar."
269,acc:E84084.AB,official,european-art,Potpourri vase,Artists in Paris,about 1740,"Chinese, Japanese, and French porcelain and French gilded bronze",E84084.AB,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Gallery of Asian Export Art,On view in the Sean M. Healey Gallery of Asian Export Art,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_PotpourriVase_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Artists in Paris, Potpourri vase, about 1740. Chinese, Japanese, and French porcelain and French gilded bronze. Museum purchase, made possible by an anonymous donor, 1994. E84084.AB. Photo by Dennis Helmar."
270,acc:M23017,official,european-art,"Dr. Thomas Richardson Colledge and His Assistant Afun in Their Ophthalmic Hospital, Macau","George Chinnery (1774-1852, United Kingdom)",1833,Oil on canvas,M23017,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_GeorgeChinnery_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"George Chinnery (1774–1852, United Kingdom), Dr. Thomas Richardson Colledge and His Assistant Afun in Their Ophthalmic Hospital, Macau, 1833. Oil on canvas. Gift of Cecilia Colledge, in memory of her father, Lionel Colledge, FRCS, 2003. M23017."
271,acc:M26444,official,european-art,Launching of an Armed Merchantman in Calcutta Harbor,"Frans Balthazar Solvyns (1760-1824, Belgium)",1791-96,Oil on panel,M26444,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_FransBalthazarSolvyns_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Frans Balthazar Solvyns (1760–1824, Belgium), Launching of an Armed Merchantman in Calcutta Harbor, 1791–96. Oil on panel. Museum purchase, made possible by an anonymous donor, 1994. M26444."
272,acc:M27413.12,official,european-art,"Pair of vases, USS Demologos and USS Constitution vs. HMS Guerriere","Pierre Louis Dagoty (1771-1840, France)",about 1817,Porcelain and marble,M27413.1-2,,Byrne Family Gallery of Maritime Art,在展原句直接点名：Byrne Family Gallery of Maritime Art,On view in the Byrne Family Gallery of Maritime Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_PairVases_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Pierre Louis Dagoty (1771–1840, France), Pair of vases, USS Demologos and USS Constitution vs. HMS Guerriere, about 1817. Porcelain and marble. Museum purchase, made possible by an anonymous donor, 1998. M27413.1-2."
273,acc:M557.A,official,european-art,Prayer bead with the God in Glory and the Last Judgment,"Adam Dirckz (around 1500, Netherlands) and workshop",1500-1530,Carved boxwood,M557.A,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_PrayerBead_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Adam Dirckz (around 1500, Netherlands) and workshop, Prayer bead with the God in Glory and the Last Judgment, 1500–1530. Carved boxwood. Gift of Elias Hasket Derby Jr., 1806. M557.A."
274,acc:M81,official,european-art,Chandelier for East India Marine Hall,Artists in England,mid-1700s,Cut glass,M81,,East India Marine Hall,在展原句直接点名：East India Marine Hall,On view in East India Marine Hall.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_European_Chandelier_1200px.jpg,https://www.pem.org/the-pem-collection/european-art,"Artists in England, Chandelier for East India Marine Hall, mid-1700s. Cut glass. Gift of Captain Benjamin Carpenter, 1804. M81."
275,acc:100044,official,fashion-textiles,Salem Light Infantry uniform,Artists in the United States,about 1812,"Broadcloth with gilt braid, buckskin, and wool felt",100044; 100045; 100046,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_LightInfantry_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Artists in the United States, Salem Light Infantry uniform, about 1812. Broadcloth with gilt braid, buckskin, and wool felt. Gift of Mrs. John C. Dow, 1902. 100044, 100045, and 100046."
276,acc:116364,official,fashion-textiles,Corset,"Les Grands Magasins du Louvre, Paris",1893-95,"Satin brocade, lace, metal, and ribbon",116364,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_Corsett_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Les Grands Magasins du Louvre, Paris, Corset, 1893–95. Satin brocade, lace, metal, and ribbon. Anonymous gift, 1922. 116364."
277,acc:129156.1AD,official,fashion-textiles,Wedding dress,"Artist in Salem, United States",1872,Silk and cotton,129156.1A-D,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_WeddingDress_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Artist in Salem, United States, Wedding dress, 1872. Silk and cotton. Gift of Annie L. Cutts, 1958. 129156.1A-D."
278,acc:131932,official,fashion-textiles,Applique Rising-Sun Quilt,Artist in Massachusetts,about 1845,Cotton,131932,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_RisingSunQuilt2_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Artist in Massachusetts, Applique Rising-Sun Quilt, about 1845. Cotton. Gift of Miss Bessom S. Harris, 1969. 131932."
279,acc:132306,official,fashion-textiles,Dress,"Jeanne Adele Bernard Sacerdote (1868-1962, France) for Jenny, Paris",1927,"Glass, silk, lame, metal",132306,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_SacerdoteDot_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Jeanne Adèle Bernard Sacerdote (1868–1962, France) for Jenny, Paris, Dress, 1927. Glass, silk, lamé, metal. Gift of Mrs. Edward Gates, 1970. 132306."
280,acc:133574,official,fashion-textiles,Banyan (dressing gown),Artists in the United Kingdom and the United States,mid-1700s,Silk damask and linen,133574,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_Banyan_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Artists in the United Kingdom and the United States, Banyan (dressing gown), mid-1700s. Silk damask and linen. Gift of the heirs of Andrew Nichols, 1975. 133574."
281,acc:2012.22.82,official,fashion-textiles,Palampore (bed cover),Artists in India,1710-50,Cotton embroidered with silk and metal,2012.22.82,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_BedCover2_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Artists in India, Palampore (bed cover), 1710-50. Cotton embroidered with silk and metal. Museum purchase, the Veldman-Eecen Collection, made possible by an anonymous donor. 2012.22.82. © Fotostudio John Stoel."
282,acc:2013.61.37,official,fashion-textiles,Evening tuxedo jumpsuit,"Geoffrey Beene (1927-2004, United States)",late 1990s-early 2000s,Wool and silk crepe,2013.61.37,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_TuxedoJumpsuit_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Geoffrey Beene (1927–2004, United States), Evening “tuxedo” jumpsuit, late 1990s–early 2000s. Wool and silk crepe. Gift of Iris Barrel Apfel, in memory of Syd and Sam Barrel. 2013.61.37."
283,acc:2014.21.2,official,fashion-textiles,Bracelet,"Cody Sanderson (Dine (Navajo) and Hopi, b. 1964)",early 21st century,Silver,2014.21.2,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_Bracelet_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Cody Sanderson (Diné (Navajo) and Hopi, b. 1964), Bracelet, early 21st century. Silver. Gift of Charles Franklin Sayre. 2014.21.2"
284,acc:2018.29.3,official,fashion-textiles,Dress,"Claire McCardell, for Townley Frocks Inc.",1940s,,2018.29.3,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_Claire-McCardellDress_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Claire McCardell, for Townley Frocks Inc., Dress, 1940s. The Albert Szabo and Brenda Dyer Szabo Collection. 2018.29.3."
285,acc:2018.34.8AB,official,fashion-textiles,Kiss Me Dolores,"Charlotte Olympia, United Kingdom",2010s,"Rhinestones, leather and silk satin",2018.34.8AB,,Carl and Iris Barrel Apfel Gallery of Fashion and Design,在展原句直接点名：Carl and Iris Barrel Apfel Gallery of Fashion and Design,On view in the Carl and Iris Barrel Apfel Gallery of Fashion and Design.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_KissMeDolores_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Charlotte Olympia, United Kingdom, Kiss Me Dolores, 2010s. Rhinestones, leather and silk satin. Gift of Susan Esco Chandler. 2018.34.8AB."
286,acc:2020.7.1AB,official,fashion-textiles,"Ensemble, from the collection Fashion as Resistance","Carla Fernandez (Mexican, b. 1973)",Fall/Winter 2018,"Rayon, acrylic paint",2020.7.1AB,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_CarlaFerna%CC%81ndez_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Carla Fernández (Mexican, b. 1973), Ensemble, from the collection ""Fashion as Resistance"", Fall/Winter 2018. Rayon, acrylic paint. Museum purchase, made possible by the Willoughby Stuart Memorial Fund. 2020.7.1AB."
287,acc:E3662.A,official,fashion-textiles,Cape,"Unangax (Aleut) artist, name once known",about 1820,"Mammal intestine, esophagus, hair, and dye",E3662.A,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Fashion_Cape_1200px.jpg,https://www.pem.org/the-pem-collection/fashion-textiles,"Unangax̂ (Aleut) artist, name once known, Aleutian Islands, Cape, about 1820. Mammal intestine, esophagus, hair, and dye. Gift of Thomas Meek, before 1821. E3662.A."
288,acc:E16310.B,official,japanese-art,Doll of a woman and child (iki ningyo),Artists in Japan,1883,"Gesso over paper, wood, and vegetable fiber",E16310.B,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_iki_ningyo%CC%84_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Artists in Japan, Doll of a woman and child (iki ningyō), 1883. Gesso over paper, wood, and vegetable fiber. Commissioned by Edward Sylvester Morse for PEM, 1883. E16310.B."
289,acc:E17983,official,japanese-art,"Kabuki robe (uchikake) with design of tortoise, crane, and pines",Artists in Japan,1850-68,"Wool, silk, cotton, gold-wrapped thread, and metals",E17983,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_KabukiRobe_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Artists in Japan, Kabuki robe (uchikake) with design of tortoise, crane, and pines, 1850–68. Wool, silk, cotton, gold-wrapped thread, and metals. Gift of Dr. William Sturgis Bigelow, 1921. E17983. Photo by Dennis Helmar."
290,acc:E300414.B,official,japanese-art,"Dejima, the Dutch Trading Station at Nagasaki handscroll","Artists in Nagasaki, Japan",about 1800,Paint and ink on silk,E300414.B,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_Dejima_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Artists in Nagasaki, Japan, Dejima, the Dutch Trading Station at Nagasaki handscroll, about 1800. Paint and ink on silk. Museum purchase, made possible by an anonymous donor, 1999. E300414.B."
291,acc:E30279,official,japanese-art,Teacup and saucer,Artists in Japan,about 1801,Stoneware and lacquered wood,E30279; E30280,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_Teacup_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Artists in Japan, Teacup and saucer, about 1801. Stoneware and lacquered wood. Gift of Captain Samuel G. Derby, 1803. E30279 and E30280."
292,acc:E303608,official,japanese-art,Surcoat (jinbaori),Artists in Japan,18th century,"Dutch gilt leather and wool, European-printed cotton lining, and silk trim",E303608,,Sean M. Healey Family Gallery of Asian Export Art,在展原句直接点名：Sean M. Healey Family Gallery of Asian Export Art,On view in the Sean M. Healey Family Gallery of Asian Export Art.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_-Surcoat_jinbaori_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Artists in Japan, Surcoat (jinbaori), 18th century. Dutch gilt leather and wool, European-printed cotton lining, and silk trim. Museum purchase, made possible by an anonymous donor, 2007. E303608."
293,acc:E5798,official,japanese-art,Brazier in the form of a rabbit,Artists in Japan,18th or 19th century,Stoneware,E5798,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_BrazierRabbit_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Artists in Japan, Brazier in the form of a rabbit, 18th or 19th century. Stoneware. Gift of Edward Sylvester Morse, 1900. E5798."
294,acc:M4311,official,japanese-art,Portrait of Edward Sylvester Morse,"Frank Weston Benson (American, 1862-1951)",1913,Oil on canvas,M4311,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Japanese_EdwardSylvesterMorse_1200px.jpg,https://www.pem.org/the-pem-collection/japanese-art,"Frank Weston Benson (American, 1862–1951), Portrait of Edward Sylvester Morse, 1913. Oil on canvas. Gift of Edith Owen Robb, 1914. M4311."
295,acc:134187,official,korean-art,Screen,Korean artist,late 18th century,,134187,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Coll_KoreatArt_e70027_screen_1200.jpg,https://www.pem.org/the-pem-collection/korean-art,"Korean artist, screen, late 18th century. Gift of Mr. and Mrs. Thomas P. Beal. 134187. Peabody Essex Museum."
296,acc:2023.29.1,official,korean-art,Ten-panel screen (Banquet of Guo Ziyi),Artist in Korea,late 19th-early 20th century,"Silk, paint and ink",2023.29.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/Coll_KoreanArt_2023-29-1_10Screen_1200.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Ten-panel screen (Banquet of Guo Ziyi), late 19th-early 20th century. Silk, paint and ink. Gift of Cynthia M. Nadai, in memory and honor of Edwin Morgan. 2023.29.1. Courtesy of the Peabody Essex Museum."
297,acc:E1459,official,korean-art,Soban (small individual table),Artist in Korea,late 1800s,"Wood, lacquer, and mother-of-pearl",E1459,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/e1459_image06_O4.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Soban (small individual table), late 1800s. Wood, lacquer, and mother-of-pearl. Museum purchase, 1884. E1459. Peabody Essex Museum. Photo courtesy of Overseas Korean Cultural Heritage Foundation."
298,acc:E1573,official,korean-art,Hat (gat),Artist in Korea,before 1883,"Hair, lacquer, and bamboo",E1573,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_Hat_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Hat (gat), before 1883. Hair, lacquer, and bamboo. Gift of Yu Giljun, 1883. E1573."
299,acc:E18987,official,korean-art,Cotton armor with talismans,Artist in Korea,1800s,"Cotton, hemp, copper alloy, and iron",E18987,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/e18987_image02_o4.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, cotton armor with talismans, 1800s. Cotton, hemp, copper alloy, and iron. Gift of the United States Naval Academy, 1923. E18987. Peabody Essex Museum. Photo courtesy of Overseas Korean Cultural Heritage Foundation."
300,acc:E2,official,korean-art,Portrait of Yu Giljun,"A. B. Cross Photography Studio, Salem, Massachusetts",19th century,Photographic print,E2; box 88 3 Japan; ETH000031,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_YuGiljun_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"A. B. Cross Photography Studio, Salem, Massachusetts, Portrait of Yu Giljun, 19th century. Photographic print. Phillips Library. Edward Sylvester Morse Papers. E2, box 88 3 Japan, ETH000031."
301,acc:E20165,official,korean-art,Noblewoman's bridal fan (jinjuseon),Artist in Korea,18th century,Embroidered silk and metal fittings,E20165,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_BridalFan_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Noblewoman’s bridal fan (jinjuseon), 18th century. Embroidered silk and metal fittings. Museum purchase. 1927. E20165. Photo by Dennis Helmar"
302,acc:E20190.F,official,korean-art,Hwarot (bridal robe),Artists in Korea,late 18th century,"Silk, paper, cotton, wool, and metallic thread",E20190.F,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_BridalRope_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artists in Korea, hwarot (bridal robe), late 18th century. Silk, paper, cotton, wool, and metallic thread. Museum purchase from Yamanaka and Company, 1927. E20190.F. Photo by Dennis Helmar."
303,acc:E20809,official,korean-art,Village guardian posts (jangseung),Artists in Korea,late 19th century,"Wood, pigment",E20809; E20810,,,Garden Atrium —— 已登记为不对应实体展厅,On view in the Garden Atrium.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_VillageGuardian_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artists in Korea, Village guardian posts (jangseung), late 19th century. Wood, pigment. Gift of Yamanaka and Company, in memory of Professor Edward S. Morse, 1930. E20809, E20810. Photo by Dennis Helmar."
304,acc:E300228.AD,official,korean-art,Box,Artist in Korea,1500s-1600s,"Wood, lacquer, and mother-of-pearl",E300228.A-D,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/e300228-a-d_image03_o4.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, box, 1500s–1600s. Wood, lacquer, and mother-of-pearl. Museum purchase, made possible by an anonymous donor, 1998. E300228.A-D. Peabody Essex Museum. Photo courtesy of Overseas Korean Cultural Heritage Foundation."
305,acc:E301728,official,korean-art,Wrapping cloth (bojagi),Artist in Korea,20th century,Ramie,E301728,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_WrappingCloth_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, Wrapping cloth (bojagi), 20th century. Ramie. Museum purchase, made possible by the Toplitz Hilborn Memorial Fund, 2001. E301728."
306,acc:E302324,official,korean-art,Nectar Ritual (gamnotaeng) hanging scroll,Artists in Korea,1744,Ink and pigment on silk,E302324,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_NectarRitual_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artists in Korea, Nectar Ritual (gamnotaeng) hanging scroll, 1744. Ink and pigment on silk. Museum purchase, made possible by an anonymous donor, 2004. E302324."
307,acc:E302330,official,korean-art,Dragon jar,Artists in Korea,late 19th century,Porcelain,E302330,,,裸徽章 ON VIEW，未点名地点,ON VIEW,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Korean_DragonJar_1200px.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artists in Korea, Dragon jar, late 19th century. Porcelain. Gift of Kang Collection, Korean Art, New York, 2004. E302330. Photo by Dennis Helmar"
308,acc:E50273,official,korean-art,Bowler hat,Artist in Korea,around 1883,"Horsehair, bamboo, and paper",E50273,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/e50273_image09_O4.jpg,https://www.pem.org/the-pem-collection/korean-art,"Artist in Korea, bowler hat, around 1883. Horsehair, bamboo, and paper. Gift of Mrs. R. Keith Kane, 1974. E50273. Peabody Essex Museum. Photo courtesy of the Overseas Korean Cultural Heritage Foundation."
